Stage_8027_Name,aVnu,g关卡_Stage_A.csv,114,Stage,Name,,疯人之口,Mouth of the Mad
AvgDialog_19043_Content_10,agHd,avg章4_AvgDialog_C_M.csv,126,AvgDialog,Content,拉蒙娜,除了米娅和库姆，这里完全就是一个平平无奇的、与世隔绝的疗养院。,"Except for Mia and Koum, this place is nothing more than an ordinary, isolated sanatorium."
AvgDialog_19043_Content_11,agHe,avg章4_AvgDialog_C_M.csv,127,AvgDialog,Content,拉蒙娜,这次是我操之过急，打草惊蛇了，如果我再多考虑一点……,"This time, I acted too rashly and alerted the enemy. If only I had thought it through a bit more..."
AvgDialog_19043_Content_12,agHf,avg章4_AvgDialog_C_M.csv,128,AvgDialog,Content,,暂时离开,Leave for now
AvgDialog_19043_Content_13,agHg,avg章4_AvgDialog_C_M.csv,129,AvgDialog,Content,玩家,"事已至此，不如暂时离开。
等收集到足够的信息了再回来也不迟。","At this point, it would be best to leave for now.\nYou can always return once you've gathered enough information."
AvgDialog_19043_Content_14,agHh,avg章4_AvgDialog_C_M.csv,130,AvgDialog,Content,,犹豫,Hesitate
AvgDialog_19043_Content_15,agHi,avg章4_AvgDialog_C_M.csv,131,AvgDialog,Content,拉蒙娜,你有什么想法吗？,Do you have any thoughts?
AvgDialog_19043_Content_16,agHj,avg章4_AvgDialog_C_M.csv,132,AvgDialog,Content,玩家,"这里……很普通，甚至太普通了。
普通到有些刻意。","This place... is very ordinary, even too ordinary.\nSo ordinary that it feels deliberate."
AvgDialog_19043_Content_17,agHk,avg章4_AvgDialog_C_M.csv,133,AvgDialog,Content,玩家,一个医生，在普通的小镇开设了一家普通的疗养院消极避世，把一切打理得井井有条。,"A doctor opened an ordinary sanatorium in a small town, managing everything meticulously while leading a reclusive life."
AvgDialog_19043_Content_18,agHl,avg章4_AvgDialog_C_M.csv,134,AvgDialog,Content,玩家,"偶然解救了一个孩子，偏偏又是个唤醒体？
太多巧合了。","She accidentally saved a child, who turns out to be an Awakener?\nToo many coincidences."
AvgDialog_19043_Content_19,agHm,avg章4_AvgDialog_C_M.csv,135,AvgDialog,Content,玩家,总之，先联络弥萨格吧。,"In any case, let's contact Mythag first."
AvgDialog_19043_Content_20,agHo,avg章4_AvgDialog_C_M.csv,136,AvgDialog,Content,,拉蒙娜点了点胸口的银色胸针，你们屏息凝神，等待通讯接通。,"Ramona tapped the silver brooch on her chest. You held your breath, waiting for the connection to be established."
AvgDialog_19043_Content_21,agHp,avg章4_AvgDialog_C_M.csv,137,AvgDialog,Content,,……,...
AvgDialog_19043_Content_22,agHq,avg章4_AvgDialog_C_M.csv,138,AvgDialog,Content,,"十秒钟过去了，空气中回荡的只有令人窒息的寂静。
你能感觉到自己的心砰砰跳了起来。","Ten seconds passed, and the air was filled with an oppressive silence.\nYou could feel your heart pounding."
AvgDialog_19043_Content_23,agHr,avg章4_AvgDialog_C_M.csv,139,AvgDialog,Content,玩家,通讯……又被切断了？,Communication... was cut off again?
AvgDialog_19043_Content_24,agHs,avg章4_AvgDialog_C_M.csv,140,AvgDialog,Content,拉蒙娜,"……恐怕没那么简单。
守密人，你能感知到其他唤醒体吗？","......I'm afraid it's not that simple.\nKeeper, can you sense the presence of other Awakeners?"
AvgDialog_19043_Content_25,agHt,avg章4_AvgDialog_C_M.csv,141,AvgDialog,Content,,你集中精力，感受着瞬间的共鸣，但那原本若有似无存在的游丝不知何时已经断了线，链接的尽头只有一片白茫茫的空洞。,"You focus and feel for the momentary resonance, but the tenuous link has already broken, leaving only a blank void at the end."
AvgDialog_19043_Content_26,agHu,avg章4_AvgDialog_C_M.csv,142,AvgDialog,Content,,就连身边拉蒙娜与萝坦的链接都微弱得几不可察。,Even the link between Ramona and Lotan is so faint as to barely be perceptible.
AvgDialog_19043_Content_27,agHv,avg章4_AvgDialog_C_M.csv,143,AvgDialog,Content,玩家,勉强能感知到你们，弥萨格里的就完全感觉不到了。,"I'm barely able to sense you, and completely unable to feel those in Mythag."
AvgDialog_19043_Content_28,agHw,avg章4_AvgDialog_C_M.csv,144,AvgDialog,Content,拉蒙娜,看来这里隔绝了<Yellow:银芯科技>，或者说，<Yellow:融蚀>相关的力量在这里受到了限制。,"It appears that <Yellow:Silver Technology> is isolated here, or rather, <Yellow:Dissolution>-related power is restricted."
AvgDialog_19043_Content_29,agHx,avg章4_AvgDialog_C_M.csv,145,AvgDialog,Content,拉蒙娜,萝坦。,Lotan.
AvgDialog_19043_Content_30,agHz,avg章4_AvgDialog_C_M.csv,146,AvgDialog,Content,萝坦,啊，什么事？,"Ah, what's up?"
AvgDialog_19043_Content_31,agHA,avg章4_AvgDialog_C_M.csv,147,AvgDialog,Content,拉蒙娜,与弥萨格失去联络，守密人与唤醒体链接微弱，已经构成第二类紧急情况。立刻无条件撤离，优先保证守密人安全。,"Having lost contact with Mythag and with a weakened link between the Keeper and the Awakener, we are now facing a Level Two emergency. Immediate unconditional evacuation required. Prioritize the Keeper's safety."
AvgDialog_19043_Content_32,agHB,avg章4_AvgDialog_C_M.csv,148,AvgDialog,Content,萝坦,行吧，行吧。我就说这趟出来就是给你们当保姆的……,"Alright, alright. I knew I was just here to babysit you guys..."
AvgDialog_19043_Content_33,agHC,avg章4_AvgDialog_C_M.csv,149,AvgDialog,Content,玩家,撤离？那莉莉呢？库姆呢？,Evacuate? What about Lily? And Koum?
AvgDialog_19043_Content_34,agHD,avg章4_AvgDialog_C_M.csv,150,AvgDialog,Content,,拉蒙娜叹了口气，望向走廊的方向。,Ramona sighed and looked towards the corridor.
AvgDialog_19043_Content_35,agHE,avg章4_AvgDialog_C_M.csv,151,AvgDialog,Content,拉蒙娜,"她们跟随弗朗西斯已久，她没有对她们下手的理由。
相反，我们不过是几个陌生人，还对弗朗西斯产生了威胁。","They have been with Francis for a long time; she has no reason to harm them.\nIn contrast, we are merely strangers who posed a threat to her."
AvgDialog_19043_Content_36,agHF,avg章4_AvgDialog_C_M.csv,152,AvgDialog,Content,拉蒙娜,"敌暗我明，不急于一时。
等做好充足的准备，我们一定会带她们离开这里。","The enemy is in the dark, while we are in the light. There's no need to rush.\nOnce we are fully prepared, we will surely get them out of here."
AvgDialog_19043_Content_37,agHG,avg章4_AvgDialog_C_M.csv,153,AvgDialog,Content,,高跟鞋的踢踏声在走廊中猝然响起，随之而来的是沉稳如水的声音。,"The click-clack of high heels suddenly echoed in the hallway, followed by a calm and steady voice."
AvgDialog_19043_Content_38,agHH,avg章4_AvgDialog_C_M.csv,154,AvgDialog,Content,弗朗西斯,几位应当是又检查了一遍吧，如何？有发现什么吗？,"You must have checked again, right? Did you find anything?"
AvgDialog_19043_Content_39,agHI,avg章4_AvgDialog_C_M.csv,155,AvgDialog,Content,拉蒙娜,我们要离开这里。,We need to leave this place.
AvgDialog_19043_Content_40,agHK,avg章4_AvgDialog_C_M.csv,156,AvgDialog,Content,弗朗西斯,当然，当然。虽然莉莉鲜少有朋友来访，但你们要走，我不会强留。,"Of course, of course. Although Lily rarely has friends visit, I won't force you to stay if you need to leave."
AvgDialog_19043_Content_41,agHL,avg章4_AvgDialog_C_M.csv,157,AvgDialog,Content,拉蒙娜,莉莉和库姆呢？,Where are Lily and Koum?
AvgDialog_19043_Content_42,agHM,avg章4_AvgDialog_C_M.csv,158,AvgDialog,Content,弗朗西斯,"我刚刚安顿好她们。
你是个聪明人，肯定不会说出要带她们走之类的话吧？","I've just settled them down.\nYou're a smart person, surely you wouldn't say anything about ""taking them away,"" right?"
AvgDialog_19043_Content_43,agHN,avg章4_AvgDialog_C_M.csv,159,AvgDialog,Content,弗朗西斯,虽然我很感激你们将她送回来，但刚到别人家，就要带走别人的女儿和宠物，还是有些不礼貌的吧？,"While I appreciate you bringing her back, isn't it a bit impolite to take away someone's daughter and pet right after arriving?"
AvgDialog_19043_Content_44,agHO,avg章4_AvgDialog_C_M.csv,160,AvgDialog,Content,,弗朗西斯抬起食指，绕着脸颊的碎发，声音阴恻。,"Francis raised her index finger, twirling strands of hair around her cheek, her voice sinister."
AvgDialog_19043_Content_45,agHP,avg章4_AvgDialog_C_M.csv,161,AvgDialog,Content,拉蒙娜,那是自然。只是我们和她们一路同行，当面告别，更为妥当。,"Of course. However, since we've traveled all this way together, it's more appropriate to say goodbye in person."
AvgDialog_19043_Content_46,agHQ,avg章4_AvgDialog_C_M.csv,162,AvgDialog,Content,弗朗西斯,我看就不必了，她们年纪小，一路上消耗了太多精力，刚才已经睡下了。,I don't think that'll be necessary. They're young and have exhausted themselves along the way. They've already fallen asleep.
AvgDialog_19043_Content_47,agHR,avg章4_AvgDialog_C_M.csv,163,AvgDialog,Content,弗朗西斯,疗养院事务繁杂，我就不送了，各位请便。,"The sanatorium has much to attend to, so I won't see you off. Please feel free to leave on your own."
AvgDialog_19043_Content_48,agHS,avg章4_AvgDialog_C_M.csv,164,AvgDialog,Content,,说完，弗朗西斯竟毫不顾忌地掉头离去。你们目送着她的背影消失在走廊尽头的暗影里，才注意到自己已经出了一身冷汗。,"Without another word, Francis turned and left without hesitation. You watched her figure disappear into the shadows at the end of the corridor, only then realizing you were drenched in cold sweat."
AvgDialog_19043_Content_49,agHT,avg章4_AvgDialog_C_M.csv,165,AvgDialog,Content,拉蒙娜,萝坦，护送守密人出去。,"Lotan, escort the Keeper out."
AvgDialog_19043_Content_50,agHV,avg章4_AvgDialog_C_M.csv,166,AvgDialog,Content,玩家,那你呢？,How about you?
AvgDialog_19043_Content_51,agHW,avg章4_AvgDialog_C_M.csv,167,AvgDialog,Content,,拉蒙娜抽出武器，面色凛然。,"Ramona draws her weapon, her expression stern."
AvgDialog_19043_Content_52,agHX,avg章4_AvgDialog_C_M.csv,168,AvgDialog,Content,拉蒙娜,我去找莉莉。,I'll go find Lily.
AvgDialog_19049_Content_1,agJo,avg章4_AvgDialog_C_M.csv,169,AvgDialog,Content,,你踏上疗养院外的鹅卵石路时，那种压抑的感觉才终于消失不见。,"As you step onto the cobblestone path outside the sanatorium, the oppressive feeling finally disappears."
AvgDialog_19049_Content_2,agJr,avg章4_AvgDialog_C_M.csv,170,AvgDialog,Content,,银芯胸针的光芒也变得润泽了许多，重新获得了生命。,"The glow of the Silver Brooch has become much more lustrous, regaining its life."
AvgDialog_19049_Content_3,agJs,avg章4_AvgDialog_C_M.csv,171,AvgDialog,Content,,你正准备联络弥萨格，就听到了比通讯传声更加清晰的、来自朵尔的呼唤。,"You are about to contact Mythag when you hear Doll's voice, clearer than any transmission."
AvgDialog_19049_Content_4,agJt,avg章4_AvgDialog_C_M.csv,172,AvgDialog,Content,朵尔,还愣着干什么，快来帮忙！,What are you waiting for? Come and help!
AvgDialog_19049_Content_5,agJu,avg章4_AvgDialog_C_M.csv,173,AvgDialog,Content,玩家,朵尔？！你怎么会在这里？,Doll?! What are you doing here?
AvgDialog_19049_Content_6,agJv,avg章4_AvgDialog_C_M.csv,174,AvgDialog,Content,朵尔,我不知道究竟是怎样平滑的脑回路能让你问出这样的问题，你们<Yellow:失联足足十天>，你却问我为什么会出现在这里？,"I can't imagine what kind of thought process would lead you to ask such a question. You were <Yellow:out of contact for a full ten days>, and yet you're asking me why I'm here?"
AvgDialog_19049_Content_7,agJw,avg章4_AvgDialog_C_M.csv,175,AvgDialog,Content,玩家,十天？！可是我才刚刚……,Ten days?! But we just...
AvgDialog_19049_Content_8,agJx,avg章4_AvgDialog_C_M.csv,176,AvgDialog,Content,朵尔,没时间进行冗长的推理表演了。,No time to carry out a long-winded speculation.
AvgDialog_19049_Content_9,agJy,avg章4_AvgDialog_C_M.csv,177,AvgDialog,Content,,不知何时，身着黑纱的怪人已经将你们重重包围。,"Before you noticed, figures in black veils have already surrounded you."
AvgDialog_19049_Content_10,agJp,avg章4_AvgDialog_C_M.csv,178,AvgDialog,Content,朵尔,萝坦！到你和守密人出手的时候了！,Lotan! It's time for you and the Keeper to take action!
AvgDialog_19049_Content_11,agJq,avg章4_AvgDialog_C_M.csv,179,AvgDialog,Content,萝坦,知道了知道了！别随便命令我，我又不是你养的看门狗！,"Got it, got it! Stop giving me orders; I'm not your guard dog!"
AvgDialog_19039_Content_1,agGj,avg章4_AvgDialog_C_M.csv,180,AvgDialog,Content,玩家,一批又一批，前赴后继的……,"Wave after wave, one after another..."
AvgDialog_19039_Content_2,agGk,avg章4_AvgDialog_C_M.csv,181,AvgDialog,Content,玩家,他们怎么像是有备而来？,Why do they seem to be so well-prepared?
AvgDialog_19065_Content_1,agOj,avg章4_AvgDialog_C_M.csv,182,AvgDialog,Content,朵尔,轻轻松松，还是有守密人在比较方便。,Easy. I guess it's still more convenient to have a Keeper around.
AvgDialog_19065_Content_2,agOu,avg章4_AvgDialog_C_M.csv,183,AvgDialog,Content,玩家,这就是你对待一个“失踪十天”的关键角色的态度吗？,"Is this how you treat a key character who has been ""missing for ten days""?"
AvgDialog_19065_Content_3,agOF,avg章4_AvgDialog_C_M.csv,184,AvgDialog,Content,朵尔,你现在不是没有失踪吗？,Aren't you no longer missing?
AvgDialog_19065_Content_4,agOO,avg章4_AvgDialog_C_M.csv,185,AvgDialog,Content,朵尔,闲话到此为止。我有很重要的消息要告诉你，守密人。,"Enough with the small talk. I have important news for you, Keeper."
AvgDialog_19065_Content_5,agOP,avg章4_AvgDialog_C_M.csv,186,AvgDialog,Content,朵尔,上次与你们联络后，我们对拉伊精神疗养院进行了大量外部调查。,"Since our last contact, we have conducted extensive external investigations on the Rye Sanatorium"
AvgDialog_19065_Content_6,agOQ,avg章4_AvgDialog_C_M.csv,187,AvgDialog,Content,朵尔,疗养院早已入不敷出，能存续下来全靠外部资助，其中的大头是<Blue:内森·格林基金会>。顺着这条线索调查，我们发现了一些端倪。,"The sanatorium has long been running at a loss, surviving solely on external funding, primarily from the <Blue:Nathan Green Foundation>. Following this lead, we've uncovered some clues."
AvgDialog_19065_Content_7,agOR,avg章4_AvgDialog_C_M.csv,188,AvgDialog,Content,朵尔,该基金会乐于为新科技和人类边界探索付费，比如资助飞行器研发、冰川探险、高效发电机研发，甚至还有灵魂提取这种古怪玩意儿。,"The foundation is happy to fund new technologies and human frontier explorations, such as aircraft development, glacier expeditions, efficient generator research, and even quirky things like Soul extraction."
AvgDialog_19065_Content_8,agOS,avg章4_AvgDialog_C_M.csv,189,AvgDialog,Content,朵尔,但投资疗养院？这不像他们的作风。,But investing in a sanatorium? That's not their style.
